BulkA,BlukV,BulkC,BulkD,BulkE,BulkAR,BulkO,GlobalInt1,GlobalInt2,GlobalInt3,GlobalInt4,GlobalInt5,GlobalInt6,GlobalCentDisp,LocalTextDC1,LocalTextDC2,LocalTextDC3,LocalTextDC4,LocalTextDC5,LocalTextDC6,LocalTextEnt1,LocalTextEnt2,LocalTextEnt3,LocalTextEnt4,LocalTextEnt5,LocalTextEnt6,LocalTextFib1,LocalTextFib2,LocalTextFib3,LocalTextFib4,GlobalIntArr1,GlobalIntArr2,GlobalIntArr3,GlobalIntArr4,GlobalIntArr5
7.22253241744567,6.8003249012214,0.273034277924959,0.273034277924959,0.201061023249991,0.136876799358894,0.559246135220845,0.406303186795221,0.60260479666839,0.57902404718931,0.151513919838185,0.0492133842311142,0.0126202938341243,0.0794910841701368,3.03748626259292,2.97799549194208,2.05586625885945,2.57848847931758,0.125173462163606,3.59914440076159,2.48843453141405,1.10281440830181,1.33454385138789,1.46000732827698,0.182736658694106,2.91503114913397,0.746754944876427,2.78246988900903,3.85431066600952,2.57462091353543,0.0627525170056445,0.0341788547387626,0.063880175421881,1.0542435579792,1.06350195775233
0.291334868119258,0.272740558320155,1.72613942626696,1.72613942626696,0.877096294533227,1.74060787719333,1.4032751510567,0.213935316121245,2.34865231474437,3.40543054966476,1.85644670607385,0.10571921214975,0.0789523880074832,1.27332681007625,0.904090111436088,1.05285610643303,0.950981691932685,0.808698049331427,0.691806545714576,1.17315479995414,0.874409057975428,1.7826740428736,0.780810648006662,1.16780869285965,1.78724868013963,0.709923617018896,1.60359624338549,0.745734395509388,0.615610479621148,0.697571052450986,0.822183924764801,1.06958418249365,1.018690793685,1.14520531383927,1.10640984117338
0.100107490542957,0.15560808273416,1.20854538828135,1.20854538828135,1.7383737315633,0.944708020216324,1.09015401583601,0.222501642856684,0.55442519009416,0.746847724856395,0.381292015727155,0.0666076125351714,0.0103856458623625,0.34723373254966,0.31280797694318,1.07773567321173,0.427286867961751,0.442620647994612,3.12302473809835,0.36702309069297,0.837274988730866,1.16900358659862,0.450958131498466,0.617419348072848,1.47502493691018,0.56953607579668,1.764129005192,0.433958718432112,0.210018236010936,0.220991907724065,0.797344654206794,0.804117127599568,0.584383721792149,0.953604815780813,1.00081512431257
0.984432419471687,0.859876633920611,1.41005895328392,1.41005895328392,1.66793631537093,0.121343317462508,1.99265943078933,6.77241019207226,3.09437575870113,2.13037397984016,2.87586541832,3.07153377355625,0.00918701366025478,0.366911580181109,0.451298169057822,2.15213149763808,0.864094895566936,0.944513343165999,0.625702634498154,0.786800688905796,3.42792455213166,3.61354864610825,0.769587604181476,0.936747979060901,1.86576185891627,2.63565921792415,0.889378593258473,0.800853639634565,1.0680388733995,0.978967395308168,3.63088597685219,5.55616810563604,6.61140963753247,1.01622376626983,1.00658769150662
0.000245480402809439,0.00124924471188098,0.00156250386903697,0.00156250386903697,0.000708746738415287,0.00167877821408894,0.000423407973955463,0.0216875719464214,0.00329993721097842,0.00115485396927004,0.00695187490916892,0.0116963125823165,0.00816662425091499,0.00047888682134482,0.000782750582433406,0.00829881881301604,0.00263407905205573,0.00546379177365392,0.016310986465953,0.0012117145839035,0.00143844977149364,0.00175715649762219,0.0255392503735717,0.0374699494607993,0.00742060048128965,0.00199135799740583,0.00357584692152013,0.000109581911953881,0.000904977544884776,0.000511163189864295,0.000213034536940085,9.14631448012193e-05,3.74547413195872e-05,1.00923477942683,1.04181660912667
0.300613969229694,0.184634012921021,0.514583067585177,0.514583067585177,1.1911277526167,1.05113188723546,0.749147852428352,0.0422902706764407,0.0940536192990816,0.200568861222482,0.155390767566517,0.021656914158459,0.00924639523161227,0.227740364238454,0.558512814183097,0.280905361443146,0.475622603829093,0.47844407602655,0.576315012207816,0.558913730469416,0.102079630159648,0.0766845386177741,0.508304363236039,0.429636891857405,0.27894587731276,0.24328602441861,0.762993827738147,0.48833181123486,0.280205581699776,0.239271482860755,0.218241503210866,0.102330741013234,0.0426948281503876,1.04915905925291,1.00144568264524
0.136885797858233,0.0941239037227834,0.390825661336176,0.390825661336176,0.592938507639526,0.131842532270575,0.871495523651933,0.134854645201174,1.8528014449634,0.44564836411607,1.33486217608065,4.62051905009551,8.01868251520749,3.17848851328674,1.64262801194013,0.992582766594507,2.01241244630241,1.83609021334782,0.81931966650176,0.749506514150107,0.152109686325015,0.350372602086529,0.829337894604794,0.785128175609886,0.821038469169274,0.156005194242205,1.71467728125222,1.55918916037539,1.97649303182018,2.80927236872913,1.48566686019265,0.556846932138938,0.0503145816263384,0.96966430535785,0.878080726489352
0.242816940618688,1.3782732765965,1.66255289804264,1.66255289804264,1.91381540750965,6.15172833556187,2.28925401876256,1.08970255855214,0.639715148746393,0.0586385344161328,0.0722889640389998,0.188784129851431,0.0111186977039038,0.22958127421558,1.63113527733537,0.328070703597143,1.13109304004572,0.903835712957508,0.793562552707134,1.32012826731462,0.257720883245203,0.111711642788425,1.47141106109379,1.28590200467785,0.189611038387027,0.795462808500079,0.805209830053088,0.986765772820405,0.474148411479286,0.726071457517784,1.11442679690499,0.488182556273764,0.113616395028413,0.956585548740973,1.00108303835532
1.00425760506585,0.636093180211162,1.83043399004343,1.83043399004343,0.24426857853124,0.346006490612949,0.398044333640523,0.216861838867778,0.565325932043512,2.40993240664661,0.457267873288667,0.0937574649900463,0.01131431838597,0.29497695705065,0.842322824772464,0.951613228922163,1.07242080309007,1.04379316218482,0.368996107933886,1.15108088866196,1.24713938486476,1.6294325691445,0.721624595213049,1.01140166269673,0.902887475649428,0.679481711052907,0.457256427915558,1.43483229422619,1.34393434364334,1.31461253752654,0.204106331795037,0.160698046582246,0.34924325597266,1.02635850452023,0.998625723618522
4.5209988262619e-05,0.000470188953189608,0.00110572576236375,0.00110572576236375,0.000505973299869397,0.000883129768009188,0.000348056071989814,0.014140954446463,0.00172314662314744,0.00190237634456468,0.00512442007938682,0.0101394853553453,0.00847827700477981,0.000669115642491582,0.000532240347072427,0.00676034923803125,0.00199035828145695,0.00401762892832122,0.0126067802061029,0.000838272096104372,0.00146887621913878,0.000712409209531561,0.0246120270852214,0.0209050191410322,0.00809754377558439,0.00295196569423319,0.00360481685141818,6.47955283027942e-05,0.00068885671456186,0.000269405292374075,0.000212716909903426,8.19481565291409e-05,2.70719218979728e-05,0.929551926942718,0.951620631248313
