,0,1,2,3,4,5,6,7,8,9
0,-0.3890617,0.2833554,-0.14993234,0.37131825,0.047167532,-0.28861964,0.9080614,-0.46999884,-0.06431017,-0.07047438
1,-0.10095374,-0.21215786,-0.72958183,1.0866116,0.41972625,-0.47033587,-0.116602495,-0.11007039,-0.18169156,-0.10768871
2,0.31999525,-0.2683197,-0.5726442,-0.013189927,-0.14500017,-0.33828446,-0.49402574,-0.3429408,-1.1742319,-0.8849578
3,0.01880062,-0.09963156,-0.322078,0.5702175,0.21799678,-0.38647643,0.30780163,-0.8514704,-0.8744351,0.27572745
4,0.37459263,0.3594342,-0.075461686,0.4072123,-0.23170346,0.12800148,0.02528052,-0.5647297,-1.3804789,-0.48215544
5,-0.5426255,0.101051465,0.12867323,1.3827987,-0.18107572,-0.9018542,1.1057061,-0.07065259,-0.377273,1.2003849
6,-1.0482473,0.08449869,0.6730319,0.23584476,-1.242561,0.11572403,1.946113,0.13484418,-0.83079386,1.8498056
7,-0.30823272,-0.20148568,0.40784812,0.3537558,-0.7945268,-0.6254059,-0.18346971,0.63255084,-0.96651506,2.1149416
8,-0.1532433,0.8566448,0.039744854,0.51414883,-0.33534008,-0.47848824,0.12269749,-0.23216823,-0.5302671,0.47580847
9,-0.23270728,0.59926176,-0.15985566,0.59515715,0.13808136,-0.6816421,0.20166433,-0.062538676,-0.38125992,-0.08302117
10,-0.39391544,0.22741401,0.5178256,-0.10492952,-0.78203,-0.5101608,1.0414158,-0.25314033,-1.1975332,1.773989
11,-0.00893981,0.033538815,-0.09020307,0.44650066,0.10114383,0.009988547,-0.03213834,-0.7468014,-0.57799804,-0.12060654
12,0.068308935,-0.33761126,0.55417,0.13878757,-0.5058977,0.21235369,0.3226757,0.22139455,-0.40253097,1.1214465
13,-0.34790635,0.37375307,-0.44239956,1.1435281,-0.06345588,-0.9792725,0.39057842,-0.08641377,-0.19433305,0.7434063
14,0.04220809,-0.23872963,0.6772094,0.081858665,-0.28335732,0.25551498,0.27115518,0.22422305,-0.67110574,0.77847224
15,-0.045059584,-0.008541577,0.1696703,0.43118802,-0.3777724,0.5061669,0.761637,0.35836878,-0.4173725,0.758246
16,0.032860644,-0.20936933,0.27950847,0.06356922,-0.48087075,0.39325058,0.30887768,0.34432206,-0.38109377,0.86919814
17,-0.51928425,0.0014775693,-0.2775927,0.7426579,0.3860444,-0.7574239,1.0791306,-0.58709204,0.27388853,-0.40322852
18,-0.45367333,0.41009855,0.9082315,-0.29201347,-0.85525227,0.30471262,0.9639926,-0.63747555,-0.9884252,1.1621517
19,-1.5541807,-0.17031063,0.7716966,-0.12573677,-0.48517844,-0.05173248,1.8104572,0.26692745,0.33878338,-0.23948847
20,-0.08022411,0.19492182,0.66056615,0.35882312,-0.7506577,-0.66623944,0.35358924,0.36879104,-0.40762845,1.2627585
21,-0.74825466,-0.43320048,0.6351722,0.22977911,-2.3598664,0.545797,-0.14050634,0.2570613,-1.3994231,2.2994132
22,-0.63240826,0.6994347,-0.18270126,0.4852764,0.039077833,-0.6394895,0.9700874,-0.09890854,-0.36439985,0.3371133
