,0,1,2,3,4,5,6,7,8,9
0,-1.5815004,0.4416628,0.21122028,1.1784127,-1.455804,-0.2086258,0.051143464,-0.45436934,1.1269296,-0.9950922
1,-4.5888624,-0.614545,-1.0724628,1.042142,0.2522432,0.28035554,-1.5016056,0.5650782,0.5270332,0.5940106
2,-3.64244,-0.7809787,0.03125695,0.8660359,0.61939204,-1.2513573,-0.6240614,-0.27544677,0.649529,0.21056524
3,-2.532547,-0.097005494,0.105668135,0.93778026,-0.9998288,-0.6706098,-0.46542093,-0.4085326,1.1886901,-0.4306455
4,-3.935792,-0.8747768,-0.19035648,0.743597,-0.29706866,-0.2170813,-0.7395487,-0.22149153,1.0099419,0.8163577
5,-2.8621435,-0.2186522,0.5473176,0.9121638,1.3974867,-0.09647946,-0.24319181,-0.08322508,1.1740845,0.06999099
6,-2.454946,0.08824715,-0.3402661,1.5232835,1.4858127,-0.1767856,-0.49538505,0.081513256,1.0126379,0.55226886
7,-1.2405112,0.43533146,0.46445802,1.1357312,0.7398255,-0.6343371,0.34614933,-0.44356042,1.1565027,0.058550183
8,-0.4929971,0.5351891,0.6724081,1.1003345,1.0580242,-0.290051,0.40001357,-0.65357816,0.8577357,0.39289296
9,-2.7225971,-0.10126044,-0.030983219,1.1907332,1.1184058,-0.3129708,-0.014242716,-0.30172148,1.410638,0.12363145
10,0.056975167,0.7388558,0.75631285,0.8216936,-0.5081085,0.04601218,0.502967,-0.8300793,0.65359855,-1.4816954
11,-0.22202057,0.87959605,0.40159443,1.1287581,-0.33833876,-0.25615096,0.31982312,-0.52013874,0.7350545,0.512048
12,-3.1932724,-0.3755525,-0.22350234,0.48058575,-0.5635307,-0.1070853,-0.39461142,0.47990382,1.4845752,-0.34811428
13,-0.9249705,1.1286635,-0.50463104,1.5531064,0.94294465,-0.13758656,0.077332295,0.6036472,0.72149885,-0.8002517
14,-3.7349765,-1.3949353,0.6980485,0.94147503,-0.56080145,-1.022757,-0.85062015,-1.1432563,0.8618883,-0.913816
15,-4.093793,-0.8010393,-1.0690746,1.2570442,0.78495246,-1.1123532,-1.1940833,0.06807637,0.40729794,0.80828196
16,-4.238994,-0.40416637,-0.7962285,0.8526333,0.3620522,0.57375884,-1.2791268,0.6922812,1.0619909,0.88498014
17,-1.5284928,0.0671072,0.069605395,1.5733352,1.1062629,-0.44166642,0.14471203,-0.44439125,1.1093339,1.4986757
18,-1.3007693,1.2795595,0.68975586,0.3686315,-0.4659692,0.22946024,0.9318411,0.21109638,0.5516456,0.5835043
19,-5.2517934,-1.2394667,0.17822766,-0.52715284,-0.12731765,-0.19858143,-0.97054595,0.6205492,0.78481424,-0.43484488
20,-1.6557636,0.09324762,0.33480173,1.3230581,0.6939964,-0.332155,0.06541452,-0.93161166,1.0108904,-1.1039236
21,-3.456623,-1.159556,0.41348565,1.2218671,-0.656599,-0.9862541,-0.7003273,-0.84543175,0.85547304,1.0930574
22,-3.6145093,-0.48968443,0.4751718,0.81549346,0.026822984,-1.0057474,-0.5339982,-0.66870344,0.8512992,-0.7584683
23,-5.613465,-0.9610416,-0.79718363,0.51089394,0.507487,0.4777083,-1.7813482,0.50788856,0.4400037,-0.31407642
24,-0.14035954,0.77924764,0.705295,0.9199573,1.132802,-0.67132795,0.34096128,-0.8135332,0.04301987,0.25618637
25,-1.4035989,0.2980238,0.203659,1.2331301,-0.008790955,-0.44578642,0.08251728,-0.7039021,0.8922771,-1.0159228
26,-5.594684,-0.95871556,-1.3708298,1.4464374,-0.5302673,1.0556648,-2.4077265,0.6401888,-0.053895183,0.5713595
27,-2.424934,-0.11576519,0.5125609,0.678414,1.6084051,-1.1866707,0.07858454,-0.6142536,1.1739326,-0.60782886
28,-0.22655883,0.60742825,0.20990139,1.2491752,-0.5643168,0.033317134,0.4272711,-0.49599737,0.9291662,2.7799227
29,-2.631571,-0.18922909,-0.16419218,1.9803593,0.41017768,0.28664598,-0.9214217,-0.37992394,0.9046249,0.2157096
30,-4.3375278,-1.7114149,0.16319138,1.5479432,0.7851034,-0.7500267,-1.3929614,-0.858453,-0.0056044394,-0.85949934
31,-4.8506794,-1.0334257,-0.1647358,0.1188126,0.031128697,-0.07080661,-0.9772645,0.24936654,0.878744,-0.4274523
32,-4.163471,-0.7578908,-0.92518777,1.322795,0.31967765,0.23003627,-1.476133,0.45457777,0.19378637,0.6123049
33,-1.5182178,0.06291121,0.033401545,1.6922026,1.1098067,0.05869624,0.012892278,-0.22705331,1.2024503,0.24745935
34,-2.6891446,0.066863514,-0.20040809,1.2292181,0.5213822,-0.21289949,-0.68018645,-0.31114239,0.936004,-0.81061834
35,-0.37473983,0.79926586,1.0102227,0.85576457,0.7170253,0.2846066,0.40999657,-0.47741562,0.5633252,-0.7505554
36,-2.230245,0.0543742,0.33115086,1.1285295,-1.6251268,-1.3827714,0.112780616,-0.51938224,0.6781501,0.17598897
37,-6.1547375,-2.017299,-0.7862109,0.45623705,-1.0335256,-0.30790588,-1.8684231,-0.048668288,0.19195272,-0.31384397
38,-3.4542074,-0.3355227,-0.66454166,1.5604244,-1.7303032,-0.09538157,-1.5090683,-0.05354676,0.84132236,1.2727056
39,-1.9585742,0.18202318,-0.38164094,1.6737113,0.39072627,-0.2645543,-0.23678763,0.009632556,1.2399967,1.3020451
40,-3.0611236,-0.16658582,-0.38894948,1.3622962,1.9449682,-1.137123,-0.8613428,-0.39878234,0.4696163,0.6164162
41,-2.6903112,-0.021364667,-0.2760235,1.5926263,1.7430657,-0.14852281,-0.68505543,-0.2607739,0.5741961,-0.077352524
42,-1.0517079,0.23725407,1.1321434,0.6107447,-0.16621533,-0.73653346,0.55912364,-1.1144743,0.82763433,-0.16870348
43,-1.6560092,-0.17051582,-0.55903846,2.0349689,0.68115926,-0.5665629,-0.36099246,-0.77954996,1.1921829,0.9980695
44,-1.9084398,0.95219326,-0.2584058,1.3146379,-1.2440672,-0.21445942,-0.14027867,0.4866327,0.7315133,-1.0858346
45,-2.8987541,-0.538003,0.11745583,1.6654563,-0.72059286,-0.74937654,-0.72810453,-0.86422414,0.75536144,1.1925623
46,-4.469483,-0.8463227,-0.25466284,0.8445703,0.9839905,-0.35411295,-1.1280359,0.14547595,0.57975054,0.22017717
47,-3.3193934,0.056943506,0.76013523,1.1211243,-1.6100783,-1.1575139,-0.045954872,-0.25235665,0.092751384,-0.7889373
48,-1.9204576,0.40943834,0.26889998,0.94146925,1.1891259,-0.2194295,0.2761487,0.20406482,1.1442943,-2.029212
49,-2.6282144,-0.15702386,0.5814465,0.75412816,1.1318841,-0.30007467,-0.58502024,-0.30285317,1.4663996,-0.43914735
50,-3.0334282,-0.3074321,0.060996793,1.2735282,1.0797095,-0.77326304,-0.46623632,-0.30620095,0.64798,0.77340955
51,-0.025952522,0.85367614,0.4946138,0.9347509,0.47409123,0.17930785,0.4601397,-0.35104588,0.7283238,0.2254737
52,-1.8705121,0.62490004,0.24492197,1.0325983,1.6059598,0.10182327,0.34941056,-0.11702592,0.8923754,0.32851684
53,-0.18596572,0.8194447,0.16168945,0.98954505,0.311122,-0.1709248,0.23650093,-0.060756147,1.0591434,0.13160905
54,-1.3219445,-0.06133609,0.11368806,1.3377104,-0.16453889,-0.32658294,0.048066434,-0.69590384,1.3599219,0.26045656
55,-4.123295,-0.2679896,-0.5226052,0.27141508,-0.14568111,-0.43391886,-0.42108762,0.49136832,0.9859924,-0.69632995
56,-6.96871,-1.8054886,-1.1299466,0.07489451,0.089616835,0.7212956,-2.2971363,0.764004,0.068431295,-0.09310265
57,-7.7573814,-1.5004759,-2.0111175,-0.38958552,-0.54587716,1.6101956,-2.4514196,2.4809487,-0.12510708,-0.2035945
58,-1.5246043,0.3614131,-0.60338604,1.985131,-0.19534926,0.0851327,-1.0550491,-0.1502965,0.81376225,0.18405181
59,-4.538975,-0.5952219,-0.77346396,0.62006307,-0.9470373,0.22182085,-1.0596296,0.778468,0.81934094,0.42547762
60,-3.401505,-0.4401149,-0.06801823,0.88828164,-0.97647727,-0.44626248,-1.0535556,-0.08869493,0.8524533,0.32337162
61,-0.7416178,0.1585417,1.2184922,1.1299334,-1.8008636,-0.32397497,0.5796014,-1.1367921,0.282672,-2.0638907
62,-2.5324116,-0.3222925,-0.19608468,0.89882725,-0.796642,0.26647612,-0.24416168,0.52993685,1.3777405,0.3715247
63,-4.98748,-0.53462005,-0.9121025,0.76598203,0.2926609,0.018264733,-1.3238404,0.73472875,0.47066528,0.08581497
64,-5.213213,-0.98066604,-1.4465885,0.5850162,0.069709845,0.8751318,-1.3207315,1.8037295,0.74563354,-0.8232015
65,-3.6519427,-0.32314143,-0.100107454,0.63945705,-0.19743538,-0.14193133,-0.61974865,-0.043935295,0.9394241,-0.088632636
66,-1.2147771,0.5225843,0.17904496,1.2027459,0.8076086,-0.35361582,0.28421968,-0.36564258,1.0078427,-0.0502979
67,-1.0055348,0.5702696,0.3193691,1.2120022,1.3217742,-0.5273093,0.40840036,-0.6844787,1.0426435,1.1571953
68,-2.495989,-0.91649055,1.1487733,1.977207,-0.3630234,-1.0402482,-0.5560333,-1.0701993,-0.14830169,0.056951117
69,-3.2991135,0.29908955,-1.1891688,1.5737997,-0.07635099,-0.043014083,-1.0865726,0.61261916,0.66114074,-0.95065284
70,-4.6063533,-0.4378435,-1.2860487,0.37575454,1.2094179,0.39000157,-1.1235366,2.1125066,0.8118116,-0.48718137
71,-3.597542,-0.5148345,-1.215506,1.3593165,-1.420435,-0.31902355,-0.931892,0.67494994,0.7679564,0.13128638
72,-4.2082343,-0.62525916,-0.70996946,1.1664035,-0.4320466,0.0338559,-1.5887427,0.07433287,0.80460715,0.19735637
73,-2.706099,0.08562115,-0.8584621,1.4203029,0.82012117,0.20235342,-0.7281681,0.15986142,0.68837994,2.1535666
74,-3.4942622,0.39463243,-0.8640016,0.81478417,-0.48885274,0.35832554,-0.82426536,0.72455144,1.0047646,2.1405787
75,-0.43747047,1.2729322,0.040497437,1.1441574,-0.4471574,0.35710657,0.335615,0.36069304,0.8490907,-0.7699247
76,-2.5775661,0.30599046,-0.3498571,1.6257069,-1.1186061,-0.01456568,-0.47281623,-0.28349012,0.5952524,1.0150261
77,-0.4192913,0.8237875,0.47721216,1.0340309,0.43747628,0.09359728,0.51279426,-0.22712624,1.1437722,-1.5839069
78,-1.7083359,0.39906392,0.6694964,1.0792007,-0.6202862,-0.96723247,0.20483,-0.4523616,0.8749313,0.08283192
79,-1.584111,0.45945203,0.057192013,1.1735759,-0.07366383,-0.5294939,0.27458,-0.22641774,1.1585467,-1.3338715
80,-3.5634093,-0.14487673,-0.51715964,0.986404,0.24127406,-0.116339155,-0.87232685,0.049512185,0.7457773,0.29500332
81,-1.1354637,0.091250464,0.78703505,1.4274317,0.12825312,-0.39444292,-0.00037848204,-0.9566805,1.0786664,1.0696367
82,-1.5751605,0.79663795,0.12299012,1.3733442,0.6865003,0.24515003,-0.19467035,0.1497871,0.71542263,-0.28761742
83,-1.5469475,0.6106901,-0.053987518,1.3749973,0.2724754,-0.06725131,0.119372025,-0.21368478,0.8416426,-0.07697964
84,-4.2467136,-1.6571051,0.05868777,1.0023413,0.31155688,-0.7734778,-1.121902,-0.39006764,0.759684,-0.055646706
85,-0.13283798,0.7972102,0.5593242,0.7278973,0.3202482,-0.2626,0.83380187,-0.5863701,0.84791315,-1.5806005
86,-2.0732162,0.28373548,0.1616184,1.2354908,-0.72223055,-0.25326476,-0.05724487,-0.15069894,1.0253379,-0.17762248
87,-2.1071763,-0.13289014,-0.5131645,1.827345,2.1128428,-0.112729006,-0.7881128,-0.3307393,0.7862104,-0.29243606
88,-5.7959247,-1.073757,-0.54393715,-0.04978224,-0.40506864,-0.10739495,-0.96131235,0.78985053,0.40333804,-0.9749341
89,-0.15817265,0.9572522,0.6290022,0.8035201,-0.746998,0.08344944,0.50854415,-0.4256028,0.7519545,0.610439
90,-1.4547118,0.00087235495,0.46957058,0.88598305,0.3598027,-0.9997311,0.10746767,-0.5881798,1.3161207,-1.0595021
91,-0.6710137,0.75168586,0.22035843,1.3063846,-1.3692172,-0.65878475,-0.059062533,-0.35664997,0.77151924,-1.6972592
92,-6.3293724,-0.5241484,-1.664861,0.3553035,-0.36929002,1.9357817,-1.901397,2.067552,0.114100605,-0.36173934
93,0.031307884,0.9690958,0.40590358,0.9347569,0.8918706,-0.14568615,0.4148975,-0.45928127,0.71910274,-0.14068232
94,-4.7907424,-0.6813296,-1.0253952,0.7797404,-0.40270564,0.104239844,-1.7235649,0.90535897,0.739155,0.4500162
95,-1.2431116,0.57103467,0.67690736,0.9935794,-1.0300081,-0.4452715,0.5298143,-0.61850923,1.1558642,0.8582251
96,-1.8861136,0.47176462,-0.58593875,1.7044717,0.3603775,-0.29939842,-0.112248816,-0.020908851,1.0271338,1.7139089
97,-2.3416853,-0.1908496,0.29461664,1.4378252,0.44387358,-0.3042655,-0.098754,-0.43453774,1.1403536,0.92716455
98,-4.3269267,-0.87118334,-0.1279151,0.71316,0.44016552,-0.2221866,-0.8033863,-0.2786545,0.93184483,1.3958123
99,-0.14871006,0.7172377,0.5914537,0.7982381,-1.8434567,-0.39272878,0.6338118,-0.6357358,0.8773175,-0.22878876
100,-0.8256231,0.6541723,0.49223298,1.0709687,1.295737,-0.49673378,0.5521622,-0.6187434,1.094168,0.42945996
101,-1.8550274,0.4712968,-0.7626251,1.8416551,0.11144974,-0.29604784,-0.54910344,0.11907856,0.83533835,0.10176064
102,-0.7438624,0.32501513,0.7039065,1.1552668,-1.1440568,-0.3420584,0.41319963,-0.7012083,0.8488131,1.0326997
103,-4.424286,-0.38453597,-1.3405224,1.1960676,-0.77636623,0.116166234,-1.4617478,0.5899543,0.6804456,0.112167165
104,-1.1693398,0.70182294,0.63960457,0.89516276,-0.47140488,-0.8463458,0.54790324,-0.6203179,0.9610695,0.9584545
105,-1.780788,0.27157304,0.3712707,0.90179074,-1.7333361,-0.18414205,0.55768496,-0.10905503,1.2850546,1.0920117
106,-0.0016539097,0.31873053,0.85841256,0.8041205,-0.41948053,0.0143364705,0.3130932,-0.8618294,-0.05392136,-0.8839227
107,-3.9775558,-0.3227378,0.9335096,-0.8633886,0.5865481,-0.76862943,0.4215114,-0.1354926,1.1934001,-0.7599447
108,-3.6880064,-0.29148233,-0.609039,1.2249641,-0.22543219,0.05672393,-1.2948066,0.18783818,0.8622633,0.04184614
109,-3.5088973,-0.3233453,-0.16834714,0.42518446,0.25951785,-0.13903935,-0.3704065,0.5661623,1.2110498,-1.0050845
110,-1.6365774,0.9621353,0.049123302,1.1660525,0.62932736,-0.40858224,0.18613526,-0.19109532,1.0661279,-1.548756
111,-2.8294902,-0.22241846,0.2484136,1.0212686,0.5096296,-0.45168656,-0.6737178,-0.7081141,0.69071656,0.8484735
112,-0.037202924,0.77323246,0.19355312,1.2309039,0.7645463,0.0055660233,0.4343659,-0.3693369,0.61039233,-0.7966333
113,-0.0010482483,1.0700098,0.6031151,0.35321233,-0.77796054,0.31035078,0.73577994,-0.0378706,0.5959449,-0.25527844
114,-3.105261,0.7491125,-1.0839492,0.7599403,-0.35168138,0.81561226,-0.54368854,1.5899732,0.43333375,0.18782672
115,0.109360285,0.59342194,0.2172955,1.2438914,-0.5922194,-0.14878653,0.3892982,-0.6534303,0.6085042,0.2386677
116,0.059285674,1.0433648,0.38145262,0.7605573,0.3224461,0.45045042,0.485046,-0.09895156,0.6234929,2.0597725
117,-1.5153884,0.8004296,0.49930593,1.0300945,-0.09110746,-0.27985132,0.38550833,-0.08579938,1.0600804,0.63981473
118,-1.7942477,0.62631905,0.1786709,1.2989848,-0.8194114,0.12098923,-0.031241206,0.027972924,1.0446093,-0.02442239
119,-3.457947,-0.10737259,0.06881098,0.7969358,1.1241608,-0.13221392,-0.6293505,-0.06989168,1.0812198,-0.053070366
120,-3.9171004,-0.34881943,-0.30796224,0.5189819,1.0693195,0.10750979,-0.5921508,0.1828248,1.0200408,-1.1094093
121,-5.2422476,-0.60461724,-0.90735346,0.73893183,-0.094083235,-0.15173216,-1.5365156,0.64967865,0.34828967,0.17433125
122,-0.71603465,1.1659412,0.22487432,1.2839224,-1.71247,-0.11748994,0.25260007,0.10066258,0.52086014,-2.2951396
123,-1.3837379,0.76287353,0.06764902,1.0294331,0.8228496,-0.051471785,0.16300157,0.07798855,0.98621976,-0.47465613
124,-3.986246,-0.36139962,0.16214816,0.39346424,-0.867903,-0.49928775,-0.37398437,-0.05159814,0.7463076,0.070840925
125,0.121009246,0.69473165,0.65733314,0.8254949,-0.97907233,-0.029702727,0.24845488,-0.6070656,0.4571477,2.8163512
126,-1.2449574,-0.16087915,1.4142597,1.0965757,-0.14069834,-0.94189554,0.46338442,-1.2335693,0.43609542,-0.3340997
127,-4.215323,-0.6838674,-0.44278058,1.1001899,1.2592137,-0.6020749,-1.3385134,-0.1552873,0.56606555,0.083751984
128,-3.2531188,-0.12835412,-0.12984309,1.089404,1.6879675,-0.21304758,-0.6263406,0.1378937,1.1429586,0.9359849
129,-3.069006,0.043394,-0.25299096,0.7159886,0.57417667,0.044316165,-0.4393991,0.272478,1.3477958,1.2162534
130,-1.0784918,0.62880945,0.36684206,1.275698,-0.06206295,-0.0027578631,0.28612727,-0.3058266,0.8084009,-1.6108649
131,-1.555503,0.45492822,0.04341869,1.1024172,-0.61800134,-0.104910284,0.4033862,-0.31840682,1.1380081,-0.29052275
132,-4.7650065,-0.905911,-0.4993237,0.49092388,0.510939,-0.42335987,-1.226552,0.31016403,0.886992,-0.020739049
